LOG_NO,COMPLAINT_DATE,ASSIGNMENT,CASE_TYPE,CURRENT_STATUS,CURRENT_CATEGORY,FINDING_CODE,POLICE_SHOOTING,BEAT,RACE_OF_COMPLAINANT,SEX_OF_COMPLAINANT,AGE_OF_COMPLAINANT,COMPLAINT_HOUR,COMPLAINT_DAY,COMPLAINT_MONTH
1041279,11/07/2010 05:05:26 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1724,Hispanic,Male,20-29,5,1,11
1041284,11/07/2010 02:45:50 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1822,African American / Black,Male,0-19,14,1,11
1041289,11/07/2010 08:39:15 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1824,Hispanic,Male,30-39,20,1,11
1041291,11/07/2010 10:10:11 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,432,Hispanic,Male,20-29,22,1,11
1041293,11/07/2010 10:41:59 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1011,African American / Black,Male,0-19,22,1,11
1041297,11/08/2010 08:52:00 AM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1311,Hispanic,Male,0-19,8,2,11
1041297,11/08/2010 08:52:00 AM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1311,Hispanic,Male,0-19,8,2,11
1041297,11/08/2010 08:52:00 AM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1311,Hispanic,Male,20-29,8,2,11
1041301,11/08/2010 11:52:12 AM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,634,African American / Black,Male,40-49,11,2,11
1041313,11/08/2010 03:25:10 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,832,African American / Black,Male,0-19,15,2,11
1041324,11/09/2010 12:36:51 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,823,African American / Black,Male,20-29,0,3,11
1041330,11/09/2010 10:28:11 AM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1113,African American / Black,Male,40-49,10,3,11
1041331,11/09/2010 10:32:07 AM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,1833,White,Male,70+,10,3,11
1041333,11/09/2010 11:29:29 AM,IPRA,Complaint,Closed,Taser Discharge,UNFOUNDED,No,634,African American / Black,Male,40-49,11,3,11
1041334,11/09/2010 11:31:10 AM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1822,African American / Black,Male,40-49,11,3,11
1041335,11/09/2010 11:38:35 AM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,332,African American / Black,Male,30-39,11,3,11
1041339,11/09/2010 12:40:15 PM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,2011,Hispanic,Female,20-29,12,3,11
1041340,11/09/2010 01:04:28 PM,IPRA,Complaint,Closed,Verbal Abuse,NOT SUSTAINED,No,933,African American / Black,Male,20-29,13,3,11
1041344,11/09/2010 03:09:54 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,434,African American / Black,Male,40-49,15,3,11
1041347,11/09/2010 04:32:45 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,322,African American / Black,Male,40-49,16,3,11
1041347,11/09/2010 04:32:45 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,322,African American / Black,Male,20-29,16,3,11
1041351,11/09/2010 08:33:35 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1021,African American / Black,Female,20-29,20,3,11
1041355,11/10/2010 04:47:10 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,2222,African American / Black,Male,60-69,4,4,11
1041356,11/10/2010 06:05:36 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,2433,Hispanic,Male,20-29,6,4,11
1041357,11/10/2010 08:30:46 AM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,412,African American / Black,Male,40-49,8,4,11
1041368,11/10/2010 02:52:27 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,0,African American / Black,Male,0-19,14,4,11
1041369,11/10/2010 03:09:19 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1312,Hispanic,Male,30-39,15,4,11
1041370,11/10/2010 04:29:33 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,512,African American / Black,Male,0-19,16,4,11
1041370,11/10/2010 04:29:33 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,512,African American / Black,Female,0-19,16,4,11
1041371,11/10/2010 09:11:37 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,911,Hispanic,Male,0-19,21,4,11
1041373,11/10/2010 09:58:14 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,512,African American / Black,Male,0-19,21,4,11
1041374,11/10/2010 10:15:59 PM,IPRA,Notification,Closed,OC Discharge,No Finding,No,1224,Hispanic,Male,20-29,22,4,11
1041375,11/10/2010 10:41:31 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,633,African American / Black,Male,0-19,22,4,11
1041378,11/11/2010 04:27:38 AM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1022,African American / Black,Male,20-29,4,5,11
1041384,11/11/2010 09:54:36 AM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1823,African American / Black,Female,20-29,9,5,11
1041387,11/11/2010 01:10:27 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,735,African American / Black,Female,60-69,13,5,11
1041387,11/11/2010 01:10:27 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,735,African American / Black,Male,20-29,13,5,11
1041391,11/11/2010 04:18:04 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1423,African American / Black,Male,20-29,16,5,11
1041393,11/11/2010 04:51:40 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,735,African American / Black,Male,20-29,16,5,11
1041401,11/11/2010 10:03:32 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,724,African American / Black,Male,30-39,22,5,11
1041402,11/12/2010 08:40:08 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1824,Hispanic,Male,30-39,8,6,11
1041407,11/12/2010 09:38:49 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,914,African American / Black,Male,30-39,9,6,11
1041411,11/12/2010 10:15:06 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1023,Hispanic,Male,30-39,10,6,11
1041413,11/12/2010 10:36:18 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1614,Hispanic,Male,20-29,10,6,11
1041424,11/12/2010 06:19:16 PM,IPRA,Complaint,Closed,Verbal Abuse,NOT SUSTAINED,No,621,African American / Black,Male,70+,18,6,11
1041424,11/12/2010 06:19:16 PM,IPRA,Complaint,Closed,Verbal Abuse,NOT SUSTAINED,No,621,African American / Black,Female,20-29,18,6,11
1041429,11/13/2010 03:13:39 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,824,African American / Black,Male,0-19,3,7,11
1041431,11/13/2010 09:36:16 AM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,424,African American / Black,Male,30-39,9,7,11
1041433,11/13/2010 10:40:42 AM,IPRA,Complaint,Closed,Death or Injury In Custody,No Finding,No,1913,African American / Black,Male,20-29,10,7,11
1041440,11/13/2010 04:34:09 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,324,African American / Black,Male,0-19,16,7,11
1041447,11/14/2010 02:24:53 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,414,African American / Black,Male,30-39,2,1,11
1041448,11/14/2010 04:26:41 AM,IPRA,Notification,Closed,Firearm Discharge - No Hits,No Finding,No,1122,African American / Black,Male,20-29,4,1,11
1041448,11/14/2010 04:26:41 AM,IPRA,Notification,Closed,Firearm Discharge - No Hits,No Finding,No,1122,African American / Black,Male,20-29,4,1,11
1041449,11/14/2010 05:27:00 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1831,White,Male,20-29,5,1,11
1041451,11/14/2010 11:13:31 AM,IPRA,Complaint,Closed,Domestic Violence,SUSTAINED,No,0,Hispanic,Female,30-39,11,1,11
1041456,11/14/2010 02:22:53 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,133,African American / Black,Male,40-49,14,1,11
1041461,11/14/2010 10:29:26 PM,IPRA,Complaint,Closed,Verbal Abuse,NO AFFIDAVIT,No,933,White,Male,30-39,22,1,11
1041462,11/14/2010 10:30:18 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,624,African American / Black,Male,20-29,22,1,11
1041463,11/15/2010 12:05:26 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,622,African American / Black,Male,40-49,0,2,11
1041465,11/15/2010 08:01:57 AM,IPRA,Complaint,Closed,Verbal Abuse,NO AFFIDAVIT,No,312,African American / Black,Male,40-49,8,2,11
1041469,11/15/2010 10:14:06 AM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,NOT SUSTAINED,No,1112,African American / Black,Male,0-19,10,2,11
1041469,11/15/2010 10:14:06 AM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,NOT SUSTAINED,No,1112,African American / Black,Male,0-19,10,2,11
1041469,11/15/2010 10:14:06 AM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,NOT SUSTAINED,No,1112,African American / Black,Female,0-19,10,2,11
1041469,11/15/2010 10:14:06 AM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,NOT SUSTAINED,No,1112,African American / Black,Female,30-39,10,2,11
1041474,11/15/2010 12:34:35 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,831 | 624,African American / Black,Male,20-29,12,2,11
1041478,11/15/2010 01:53:23 PM,IPRA,Complaint,Closed,Civil Suits,NO AFFIDAVIT,No,3100,White,Male,40-49,13,2,11
1041479,11/15/2010 01:59:03 PM,IPRA,Complaint,Closed,Motor Vehicle Related Death,NO AFFIDAVIT,No,1531,African American / Black,Male,30-39,13,2,11
1041482,11/15/2010 02:23:38 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,434,African American / Black,Male,50-59,14,2,11
1041486,11/15/2010 05:56:36 PM,IPRA,Complaint,Closed,Verbal Abuse,NOT SUSTAINED,No,123,African American / Black,Male,20-29,17,2,11
1041501,11/15/2010 11:44:45 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,122,African American / Black,Male,30-39,23,2,11
1041502,11/16/2010 01:08:27 AM,IPRA,Complaint,Closed,Firearm Discharge - Hits,No Finding,Yes,632,African American / Black,Male,20-29,1,3,11
1041503,11/16/2010 08:14:42 AM,IPRA,Complaint,Closed,Coercion,NO AFFIDAVIT,No,1113,African American / Black,Male,40-49,8,3,11
1041504,11/16/2010 08:37:26 AM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,631,African American / Black,Female,60-69,8,3,11
1041506,11/16/2010 09:28:14 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,2533,Hispanic,Male,20-29,9,3,11
1041507,11/16/2010 09:42:45 AM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,232,African American / Black,Male,20-29,9,3,11
1041508,11/16/2010 09:51:15 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,411,African American / Black,Male,20-29,9,3,11
1041510,11/16/2010 11:20:08 AM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,SUSTAINED,No,824,Hispanic,Male,40-49,11,3,11
1041510,11/16/2010 11:20:08 AM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,SUSTAINED,No,824,Hispanic,Male,20-29,11,3,11
1041513,11/16/2010 12:37:30 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,1913,African American / Black,Male,20-29,12,3,11
1041515,11/16/2010 02:30:08 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,825,White,Male,30-39,14,3,11
1041523,11/16/2010 06:00:13 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,824,African American / Black,Male,20-29,18,3,11
1041524,11/16/2010 06:29:45 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,323,African American / Black,Male,70+,18,3,11
1041524,11/16/2010 06:29:45 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,323,African American / Black,Female,40-49,18,3,11
1041524,11/16/2010 06:29:45 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,323,African American / Black,Male,0-19,18,3,11
1041525,11/16/2010 09:29:22 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1913,Hispanic,Male,0-19,21,3,11
1041529,11/17/2010 12:08:43 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,2223,African American / Black,Male,0-19,0,4,11
1041530,11/17/2010 12:42:11 AM,IPRA,Notification,Closed,Firearm Discharge - No Hits,No Finding,No,832,African American / Black,Male,0-19,0,4,11
1041535,11/17/2010 09:31:14 AM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,831,African American / Black,Male,30-39,9,4,11
1041542,11/17/2010 12:36:00 PM,IPRA,Complaint,Closed,Domestic Violence,No Finding,No,412,African American / Black,Male,60-69,12,4,11
1041543,11/17/2010 12:45:53 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,632,African American / Black,Female,0-19,12,4,11
1041550,11/17/2010 02:16:32 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,414,African American / Black,Male,30-39,14,4,11
1041553,11/17/2010 02:43:52 PM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,1533,African American / Black,Male,20-29,14,4,11
1041555,11/17/2010 03:41:20 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,233,African American / Black,Male,0-19,15,4,11
1041555,11/17/2010 03:41:20 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,233,African American / Black,Female,20-29,15,4,11
1041558,11/17/2010 08:16:23 PM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,1132,African American / Black,Female,30-39,20,4,11
1041558,11/17/2010 08:16:23 PM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,1132,African American / Black,Female,30-39,20,4,11
1041558,11/17/2010 08:16:23 PM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,1132,African American / Black,Male,20-29,20,4,11
1041558,11/17/2010 08:16:23 PM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,1132,African American / Black,Male,20-29,20,4,11
1041559,11/17/2010 09:21:46 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,223,African American / Black,Male,30-39,21,4,11
1041561,11/17/2010 10:13:27 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,214,African American / Black,Male,40-49,22,4,11
1041565,11/18/2010 09:32:33 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1924,Hispanic,Male,40-49,9,5,11
1041566,11/18/2010 09:40:09 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1115,African American / Black,Male,30-39,9,5,11
1041569,11/18/2010 10:04:36 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,2422,African American / Black,Male,20-29,10,5,11
1041576,11/18/2010 12:12:11 PM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,1713,African American / Black,Male,20-29,12,5,11
1041580,11/18/2010 03:03:53 PM,IPRA,Complaint,Closed,Operational Violation,NOT SUSTAINED,No,1033,African American / Black,Male,50-59,15,5,11
1041581,11/18/2010 03:50:23 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1512,African American / Black,Female,0-19,15,5,11
1041582,11/18/2010 05:29:14 PM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,631,African American / Black,Female,40-49,17,5,11
1041582,11/18/2010 05:29:14 PM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,631,African American / Black,Female,20-29,17,5,11
1041594,11/19/2010 10:51:45 AM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,531,African American / Black,Male,0-19,10,6,11
1041598,11/19/2010 01:29:02 PM,IPRA,Complaint,Closed,Death or Injury In Custody,No Finding,No,2432,African American / Black,Male,20-29,13,6,11
1041600,11/19/2010 01:43:54 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,313,African American / Black,Male,20-29,13,6,11
1041606,11/19/2010 05:16:27 PM,IPRA,Complaint,Closed,Civil Suits,NO AFFIDAVIT,No,623,African American / Black,Male,50-59,17,6,11
1041606,11/19/2010 05:16:27 PM,IPRA,Complaint,Closed,Civil Suits,NO AFFIDAVIT,No,623,African American / Black,Female,30-39,17,6,11
1041607,11/19/2010 05:41:42 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,824,White,Male,30-39,17,6,11
1041608,11/19/2010 08:50:23 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,2524,Hispanic,Female,0-19,20,6,11
1041608,11/19/2010 08:50:23 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,2524,White,Male,50-59,20,6,11
1041612,11/19/2010 11:13:20 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,2331,White,Male,20-29,23,6,11
1041615,11/20/2010 03:46:30 PM,IPRA,Complaint,Closed,Verbal Abuse,NOT SUSTAINED,No,725,African American / Black,Male,50-59,15,7,11
1041617,11/20/2010 08:28:12 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1434,Hispanic,Male,30-39,20,7,11
1041619,11/20/2010 09:09:12 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,2232,African American / Black,Female,0-19,21,7,11
1041619,11/20/2010 09:09:12 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,2232,African American / Black,Female,30-39,21,7,11
1041619,11/20/2010 09:09:12 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,2232,African American / Black,Female,0-19,21,7,11
1041619,11/20/2010 09:09:12 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,2232,African American / Black,Female,0-19,21,7,11
1041621,11/20/2010 11:52:09 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,524,African American / Black,Male,30-39,23,7,11
1041622,11/21/2010 02:22:40 AM,IPRA,Complaint,Closed,Excessive Force,SUSTAINED,No,411,Hispanic,Female,20-29,2,1,11
1041623,11/21/2010 04:41:24 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,824,African American / Black,Male,20-29,4,1,11
1041624,11/21/2010 06:20:03 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1433,Hispanic,Male,20-29,6,1,11
1041624,11/21/2010 06:20:03 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1433,Hispanic,Female,0-19,6,1,11
1041625,11/21/2010 07:28:42 AM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,1511,African American / Black,Male,20-29,7,1,11
1041626,11/21/2010 08:32:36 AM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1824,African American / Black,Male,30-39,8,1,11
1041633,11/21/2010 04:48:04 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,313,African American / Black,Male,20-29,16,1,11
1041640,11/21/2010 10:12:14 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1133,African American / Black,Male,20-29,22,1,11
1041643,11/22/2010 04:12:26 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1531,African American / Black,Male,20-29,4,2,11
1041652,11/22/2010 01:36:09 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,823 | 825,African American / Black,Male,30-39,13,2,11
1041658,11/22/2010 04:21:44 PM,IPRA,Notification,Closed,Firearm Discharge - No Hits,No Finding,No,922,Hispanic,Male,30-39,16,2,11
1041660,11/22/2010 05:20:50 PM,IPRA,Complaint,Closed,Firearm Discharge - Hits,No Finding,Yes,914,Hispanic,Male,30-39,17,2,11
1041667,11/22/2010 07:47:10 PM,IPRA,Complaint,Closed,Coercion,NO AFFIDAVIT,No,0,White,Male,50-59,19,2,11
1041669,11/22/2010 09:16:04 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,624,African American / Black,Male,40-49,21,2,11
1041670,11/22/2010 09:44:09 PM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,1122,African American / Black,Female,20-29,21,2,11
1041675,11/23/2010 10:40:23 AM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,2132,African American / Black,Female,0-19,10,3,11
1041680,11/24/2010 01:03:29 AM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,2432,White,Male,20-29,1,4,11
1041681,11/24/2010 03:45:00 AM,IPRA,Complaint,Closed,Firearm Discharge - Hits,No Finding,Yes,2532,African American / Black,Male,20-29,3,4,11
1041682,11/24/2010 09:04:48 AM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,233,African American / Black,Male,20-29,9,4,11
1041682,11/24/2010 09:04:48 AM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,233,African American / Black,Female,20-29,9,4,11
1041683,11/24/2010 09:25:54 AM,IPRA,Complaint,Closed,Civil Suits,NO AFFIDAVIT,No,3100,African American / Black,Male,20-29,9,4,11
1041687,11/24/2010 01:19:18 PM,IPRA,Complaint,Closed,Verbal Abuse,NOT SUSTAINED,No,433,Hispanic,Female,40-49,13,4,11
1041688,11/24/2010 01:23:00 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1133,African American / Black,Male,20-29,13,4,11
1041689,11/24/2010 02:01:52 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1123,African American / Black,Male,40-49,14,4,11
1041691,11/24/2010 02:36:51 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,2331,African American / Black,Female,20-29,14,4,11
1041693,11/24/2010 03:05:27 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1924,African American / Black,Male,30-39,15,4,11
1041697,11/24/2010 11:03:18 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,734,African American / Black,Male,0-19,23,4,11
1041698,11/25/2010 01:33:13 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,624,African American / Black,Male,30-39,1,5,11
1041699,11/25/2010 01:57:26 AM,IPRA,Complaint,Closed,Verbal Abuse,NO AFFIDAVIT,No,915,African American / Black,Male,30-39,1,5,11
1041700,11/25/2010 05:21:29 AM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,3100,Hispanic,Male,20-29,5,5,11
1041700,11/25/2010 05:21:29 AM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,3100,White,Male,20-29,5,5,11
1041704,11/25/2010 10:53:51 PM,IPRA,Complaint,Closed,Domestic Violence,No Finding,No,1611,White,Female,30-39,22,5,11
1041705,11/26/2010 12:34:32 AM,IPRA,Complaint,Closed,Excessive Force,SUSTAINED,No,1623,White,Female,20-29,0,6,11
